YEAR,STATE,NUMCOL,LBPERCOL,TOTALLB,PRICEPERLB,TOTALPRICE
1989,LOUISIANA,35000,85,2975000,0.46991596638655464,1398000
1989,MAINE,17000,24,408000,0.7696078431372549,314000
1989,MARYLAND,9000,16,144000,0.7708333333333334,111000
1989,MASSACHUSETTS,8000,23,184000,1.391304347826087,256000
1989,MICHIGAN,102000,70,7140000,0.5599439775910364,3998000
1989,MINNESOTA,165000,92,15180000,0.45,6831000
1989,MISSISSIPPI,24000,33,792000,0.4393939393939394,348000
1989,MISSOURI,33000,62,2046000,0.5601173020527859,1146000
1989,MONTANA,100000,63,6300000,0.47,2961000
1989,NEBRASKA,119000,62,7378000,0.4600162645703443,3394000
1989,NEVADA,15000,54,810000,0.5,405000
1989,NEW HAMPSHIRE,1000,35,35000,1.4285714285714286,50000
1989,NEW JERSEY,25000,23,575000,0.6904347826086956,397000
1989,NEW MEXICO,23000,50,1150000,0.54,621000
1989,NEW YORK,94000,59,5546000,0.5499459069599711,3050000
1989,NORTH CAROLINA,25000,38,950000,0.64,608000
1989,NORTH DAKOTA,310000,56,17360000,0.4699884792626728,8159000
1989,OHIO,53000,20,1060000,0.6698113207547169,710000
1989,OKLAHOMA,9000,65,585000,0.8700854700854701,509000
1989,OREGON,63000,39,2457000,0.5201465201465202,1278000
1989,PENNSYLVANIA,41000,39,1599000,0.6197623514696685,991000
1989,RHODE ISLAND,1000,39,39000,1.3846153846153846,54000
1989,SOUTH CAROLINA,15000,19,285000,0.6701754385964912,191000
1989,SOUTH DAKOTA,235000,49,11515000,0.46000868432479375,5297000
1989,TENNESSEE,25000,25,625000,0.7408,463000
1989,TEXAS,140000,56,7840000,0.4900510204081633,3842000
1989,UTAH,47000,44,2068000,0.5401353965183753,1117000
1989,VERMONT,6000,61,366000,0.7404371584699454,271000
1989,VIRGINIA,23000,20,460000,0.5391304347826087,248000
1989,WASHINGTON,70000,46,3220000,0.45,1449000
1989,WEST VIRGINIA,32000,44,1408000,0.7698863636363636,1084000
1989,WISCONSIN,108000,74,7992000,0.569944944944945,4555000
1989,WYOMING,41000,47,1927000,0.48988064348728594,944000
1988,ALABAMA,42000,42,1764000,0.6099773242630385,1076000
1988,ARIZONA,80000,49,3920000,0.4900510204081633,1921000
1988,ARKANSAS,34000,67,2278000,0.4499561018437226,1025000
1988,CALIFORNIA,600000,40,24000000,0.49,11760000
1988,COLORADO,48000,83,3984000,0.5499497991967871,2191000
1988,CONNECTICUT,2000,46,92000,0.9891304347826086,91000
1988,DELAWARE,1000,26,26000,0.7307692307692307,19000
1988,FLORIDA,240000,105,25200000,0.51,12852000
1988,GEORGIA,115000,41,4715000,0.5399787910922588,2546000
1988,HAWAII,9000,179,1611000,0.4301675977653631,693000
1988,IDAHO,127000,53,6731000,0.4299509731094934,2894000
1988,ILLINOIS,28000,69,1932000,0.7598343685300207,1468000
1988,INDIANA,29000,65,1885000,0.6901856763925729,1301000
1988,IOWA,49000,129,6321000,0.4700205663660813,2971000
1988,KANSAS,42000,69,2898000,0.45997239475500346,1333000
1988,KENTUCKY,12000,40,480000,1.0604166666666666,509000
1988,LOUISIANA,38000,90,3420000,0.4698830409356725,1607000
1988,MAINE,14000,26,364000,0.7197802197802198,262000
1988,MARYLAND,7000,25,175000,0.7714285714285715,135000
1988,MASSACHUSETTS,15000,18,270000,0.9703703703703703,262000
1988,MICHIGAN,95000,73,6935000,0.5300648882480173,3676000
1988,MINNESOTA,160000,129,20640000,0.42999031007751937,8875000
1988,MISSISSIPPI,21000,66,1386000,0.4898989898989899,679000
1988,MISSOURI,30000,80,2400000,0.61,1464000
1988,MONTANA,105000,48,5040000,0.47003968253968254,2369000
1988,NEBRASKA,113000,96,10848000,0.45003687315634217,4882000
1988,NEVADA,9000,30,270000,0.4703703703703704,127000
1988,NEW HAMPSHIRE,1000,34,34000,0.9705882352941176,33000
1988,NEW JERSEY,30000,31,930000,0.8397849462365592,781000
1988,NEW MEXICO,21000,57,1197000,0.5697577276524645,682000
1988,NEW YORK,94000,59,5546000,0.6999639379733141,3882000
1988,NORTH CAROLINA,21000,46,966000,0.7298136645962733,705000
1988,NORTH DAKOTA,250000,66,16500000,0.43,7095000
1988,OHIO,50000,48,2400000,0.65,1560000
1988,OKLAHOMA,10000,55,550000,0.730909090909091,402000
1988,OREGON,60000,52,3120000,0.5,1560000
1988,PENNSYLVANIA,45000,46,2070000,0.6700483091787439,1387000
1988,RHODE ISLAND,1000,39,39000,1.1794871794871795,46000
1988,SOUTH CAROLINA,14000,40,560000,0.6107142857142858,342000
1988,SOUTH DAKOTA,245000,74,18130000,0.46001103143960287,8340000
1988,TENNESSEE,35000,40,1400000,0.75,1050000
1988,TEXAS,124000,76,9424000,0.45999575551782684,4335000
1988,UTAH,36000,41,1476000,0.6097560975609756,900000
1988,VERMONT,7000,51,357000,0.8487394957983193,303000
1988,VIRGINIA,25000,56,1400000,0.4,560000
1988,WASHINGTON,65000,47,3055000,0.45990180032733224,1405000
1988,WEST VIRGINIA,30000,35,1050000,0.7504761904761905,788000
1988,WISCONSIN,102000,99,10098000,0.5400079223608636,5453000
1988,WYOMING,39000,71,2769000,0.5200433369447454,1440000
1987,ALABAMA,46000,35,1610000,0.5298136645962733,853000
1987,ARIZONA,80000,47,3760000,0.5199468085106383,1955000
1987,ARKANSAS,29000,69,2001000,0.4397801099450275,880000
1987,CALIFORNIA,540000,33,17820000,0.49001122334455666,8732000
1987,COLORADO,44000,73,3212000,0.6799501867995019,2184000
1987,CONNECTICUT,2000,34,68000,1.1764705882352942,80000
1987,DELAWARE,1000,29,29000,0.9310344827586207,27000
1987,FLORIDA,240000,79,18960000,0.4899789029535865,9290000
1987,GEORGIA,120000,38,4560000,0.5399122807017543,2462000
1987,HAWAII,9000,190,1710000,0.439766081871345,752000
1987,IDAHO,120000,60,7200000,0.54,3888000
1987,ILLINOIS,28000,75,2100000,0.82,1722000
1987,INDIANA,25000,58,1450000,0.58,841000
1987,IOWA,44000,103,4532000,0.5399382171226832,2447000
1987,KANSAS,46000,51,2346000,0.5801364023870418,1361000
1987,KENTUCKY,14000,25,350000,0.96,336000
1987,LOUISIANA,35000,75,2625000,0.4700952380952381,1234000
1987,MAINE,9000,46,414000,0.6811594202898551,282000
1987,MARYLAND,7000,35,245000,0.6204081632653061,152000
1987,MASSACHUSETTS,11000,15,165000,0.6121212121212121,101000
1987,MICHIGAN,93000,68,6324000,0.530044275774826,3352000
1987,MINNESOTA,160000,108,17280000,0.46001157407407406,7949000
1987,MISSISSIPPI,19000,60,1140000,0.4201754385964912,479000
1987,MISSOURI,30000,65,1950000,0.48,936000
1987,MONTANA,95000,102,9690000,0.44004127966976264,4264000
1987,NEBRASKA,110000,90,9900000,0.44,4356000
1987,NEVADA,11000,30,330000,0.7909090909090909,261000
1987,NEW HAMPSHIRE,1000,32,32000,0.9375,30000
1987,NEW JERSEY,25000,34,850000,0.5105882352941177,434000
1987,NEW MEXICO,19000,50,950000,0.5905263157894737,561000
1987,NEW YORK,90000,44,3960000,0.6601010101010101,2614000
1987,NORTH CAROLINA,20000,48,960000,0.8,768000
1987,NORTH DAKOTA,300000,110,33000000,0.45,14850000
1987,OHIO,55000,50,2750000,0.6701818181818182,1843000
1987,OKLAHOMA,10000,70,700000,0.67,469000
1987,OREGON,55000,42,2310000,0.5199134199134199,1201000
1987,PENNSYLVANIA,48000,39,1872000,0.6800213675213675,1273000
1987,RHODE ISLAND,1000,32,32000,1.375,44000
1987,SOUTH CAROLINA,15000,34,510000,0.6392156862745098,326000
1987,SOUTH DAKOTA,260000,134,34840000,0.4599885189437428,16026000
1987,TENNESSEE,35000,55,1925000,0.9002597402597402,1733000
1987,TEXAS,120000,74,8880000,0.5,4440000
1987,UTAH,35000,48,1680000,0.5398809523809524,907000
1987,VERMONT,7000,46,322000,0.9006211180124224,290000
1987,VIRGINIA,25000,48,1200000,0.48,576000
1987,WASHINGTON,75000,55,4125000,0.44,1815000
1987,WEST VIRGINIA,21000,41,861000,0.8199767711962834,706000
1987,WISCONSIN,92000,97,8924000,0.48005378753922007,4284000
1987,WYOMING,39000,74,2886000,0.5301455301455301,1530000
