YEAR,STATE,NUMCOL,LBPERCOL,TOTALLB,PRICEPERLB,TOTALPRICE
2019,ALABAMA,7000,42,294000,3.2006802721088436,941000
2019,ARIZONA,23000,46,1058000,1.9697542533081285,2084000
2019,ARKANSAS,20000,55,1100000,1.53,1683000
2019,CALIFORNIA,335000,48,16080000,1.5600124378109452,25085000
2019,COLORADO,32000,46,1472000,2.139945652173913,3150000
2019,FLORIDA,205000,45,9225000,2.48,22878000
2019,GEORGIA,102000,33,3366000,2.6099227569815806,8785000
2019,HAWAII,16000,80,1280000,1.2796875,1638000
2019,IDAHO,92000,32,2944000,1.669836956521739,4916000
2019,ILLINOIS,11000,39,429000,4.31002331002331,1849000
2019,INDIANA,9000,55,495000,3.9494949494949494,1955000
2019,IOWA,38000,55,2090000,2.2401913875598085,4682000
2019,KANSAS,7000,79,553000,2.949367088607595,1631000
2019,KENTUCKY,6000,41,246000,4.5,1107000
2019,LOUISIANA,54000,72,3888000,2.0401234567901234,7932000
2019,MAINE,15000,35,525000,2.92,1533000
2019,MICHIGAN,94000,50,4700000,2.36,11092000
2019,MINNESOTA,118000,59,6962000,1.6299913817868428,11348000
2019,MISSISSIPPI,22000,80,1760000,1.85,3256000
2019,MISSOURI,10000,43,430000,3.3209302325581396,1428000
2019,MONTANA,173000,86,14878000,1.4799704261325446,22019000
2019,NEBRASKA,39000,52,2028000,1.4600591715976332,2961000
2019,NEW JERSEY,15000,28,420000,3.330952380952381,1399000
2019,NEW YORK,59000,58,3422000,4.490064289888954,15365000
2019,NORTH CAROLINA,14000,42,588000,4.059523809523809,2387000
2019,NORTH DAKOTA,520000,65,33800000,1.4,47320000
2019,OHIO,15000,67,1005000,3.4199004975124376,3437000
2019,OREGON,87000,32,2784000,2.070043103448276,5763000
2019,PENNSYLVANIA,19000,50,950000,4.24,4028000
2019,SOUTH CAROLINA,16000,47,752000,5.01063829787234,3768000
2019,SOUTH DAKOTA,270000,72,19440000,1.5299897119341563,29743000
2019,TENNESSEE,8000,57,456000,4.649122807017544,2120000
2019,TEXAS,126000,60,7560000,2.3,17388000
2019,UTAH,22000,29,638000,2.0595611285266457,1314000
2019,VERMONT,6000,48,288000,4.340277777777778,1250000
2019,VIRGINIA,5000,39,195000,7.507692307692308,1464000
2019,WASHINGTON,81000,35,2835000,2.119929453262787,6010000
2019,WEST VIRGINIA,6000,37,222000,4.5,999000
2019,WISCONSIN,46000,47,2162000,2.9898242368177614,6464000
2019,WYOMING,39000,56,2184000,1.34981684981685,2948000
2018,ALABAMA,6000,45,270000,3.7185185185185183,1004000
2018,ARIZONA,24000,38,912000,3.0098684210526314,2745000
2018,ARKANSAS,28000,50,1400000,1.88,2632000
2018,CALIFORNIA,335000,41,13735000,2.1100109210047324,28981000
2018,COLORADO,31000,48,1488000,2.049731182795699,3050000
2018,FLORIDA,215000,49,10535000,2.4,25284000
2018,GEORGIA,98000,34,3332000,2.7599039615846337,9196000
2018,HAWAII,17000,103,1751000,1.920045688178184,3362000
2018,IDAHO,96000,31,2976000,1.960013440860215,5833000
2018,ILLINOIS,11000,41,451000,4.829268292682927,2178000
2018,INDIANA,7000,46,322000,3.580745341614907,1153000
2018,IOWA,38000,49,1862000,2.4001074113856067,4469000
2018,KANSAS,5000,73,365000,3.1013698630136988,1132000
2018,KENTUCKY,4000,41,164000,5.432926829268292,891000
2018,LOUISIANA,45000,83,3735000,1.9100401606425703,7134000
2018,MAINE,12000,32,384000,2.9791666666666665,1144000
2018,MICHIGAN,97000,44,4268000,2.489925023430178,10627000
2018,MINNESOTA,119000,61,7259000,1.9399366303898609,14082000
2018,MISSISSIPPI,20000,87,1740000,2.0701149425287357,3602000
2018,MISSOURI,9000,45,405000,2.8296296296296295,1146000
2018,MONTANA,160000,92,14720000,1.9,27968000
2018,NEBRASKA,40000,59,2360000,2.010169491525424,4744000
2018,NEW JERSEY,13000,31,403000,7.4689826302729525,3010000
2018,NEW YORK,56000,48,2688000,3.239955357142857,8709000
2018,NORTH CAROLINA,10000,33,330000,5.760606060606061,1901000
2018,NORTH DAKOTA,550000,72,39600000,1.87,74052000
2018,OHIO,14000,73,1022000,3.720156555772994,3802000
2018,OREGON,93000,35,3255000,2.3600614439324117,7682000
2018,PENNSYLVANIA,19000,44,836000,3.889952153110048,3252000
2018,SOUTH CAROLINA,16000,48,768000,3.1705729166666665,2435000
2018,SOUTH DAKOTA,255000,47,11985000,1.90997079682937,22891000
2018,TENNESSEE,7000,46,322000,4.108695652173913,1323000
2018,TEXAS,132000,56,7392000,2.119994588744589,15671000
2018,UTAH,26000,41,1066000,2.100375234521576,2239000
2018,VERMONT,7000,48,336000,3.7589285714285716,1263000
2018,VIRGINIA,4000,40,160000,7.2375,1158000
2018,WASHINGTON,77000,43,3311000,2.1501057082452433,7119000
2018,WEST VIRGINIA,6000,37,222000,4.328828828828829,961000
2018,WISCONSIN,51000,45,2295000,2.9498910675381262,6770000
2018,WYOMING,39000,56,2184000,1.909798534798535,4171000
2017,ALABAMA,7000,45,315000,2.8793650793650793,907000
2017,ARIZONA,22000,40,880000,1.9897727272727272,1751000
2017,ARKANSAS,29000,68,1972000,1.970081135902637,3885000
2017,CALIFORNIA,335000,41,13735000,2.1600291226792865,29668000
2017,COLORADO,33000,43,1419000,2.0902043692741366,2966000
2017,FLORIDA,205000,43,8815000,2.370051049347703,20892000
2017,GEORGIA,99000,32,3168000,3.0,9504000
2017,HAWAII,19000,131,2489000,1.529931699477702,3808000
2017,IDAHO,95000,44,4180000,1.7899521531100477,7482000
2017,ILLINOIS,11000,46,506000,5.090909090909091,2576000
2017,INDIANA,8000,52,416000,3.610576923076923,1502000
2017,IOWA,35000,58,2030000,2.2600985221674876,4588000
2017,KANSAS,7000,79,553000,4.030741410488246,2229000
2017,KENTUCKY,5000,38,190000,4.131578947368421,785000
2017,LOUISIANA,43000,81,3483000,1.9299454493252943,6722000
2017,MAINE,12000,33,396000,5.0,1980000
2017,MICHIGAN,87000,45,3915000,2.4199233716475095,9474000
2017,MINNESOTA,126000,62,7812000,1.9299795186891961,15077000
2017,MISSISSIPPI,18000,86,1548000,1.819767441860465,2817000
2017,MISSOURI,8000,65,520000,3.7,1924000
2017,MONTANA,145000,72,10440000,2.240038314176245,23386000
2017,NEBRASKA,42000,63,2646000,1.91005291005291,5054000
2017,NEW JERSEY,13000,28,364000,8.739010989010989,3181000
2017,NEW YORK,57000,56,3192000,3.030075187969925,9672000
2017,NORTH CAROLINA,11000,41,451000,4.580931263858093,2066000
2017,NORTH DAKOTA,455000,74,33670000,1.91000891000891,64310000
2017,OHIO,15000,73,1095000,3.2401826484018263,3548000
2017,OREGON,78000,40,3120000,2.1,6552000
2017,PENNSYLVANIA,16000,46,736000,3.5095108695652173,2583000
2017,SOUTH CAROLINA,16000,34,544000,2.7003676470588234,1469000
2017,SOUTH DAKOTA,255000,57,14535000,2.069969040247678,30087000
2017,TENNESSEE,7000,41,287000,4.571428571428571,1312000
2017,TEXAS,120000,66,7920000,2.169949494949495,17186000
2017,UTAH,27000,31,837000,2.080047789725209,1741000
2017,VERMONT,7000,54,378000,4.021164021164021,1520000
2017,VIRGINIA,6000,35,210000,5.771428571428571,1212000
2017,WASHINGTON,77000,45,3465000,2.44011544011544,8455000
2017,WEST VIRGINIA,6000,40,240000,3.9291666666666667,943000
2017,WISCONSIN,53000,56,2968000,2.820080862533693,8370000
2017,WYOMING,39000,53,2067000,1.610062893081761,3328000
2016,ALABAMA,7000,52,364000,3.4505494505494507,1256000
2016,ARIZONA,27000,46,1242000,1.9702093397745573,2447000
2016,ARKANSAS,24000,69,1656000,1.8502415458937198,3064000
2016,CALIFORNIA,310000,36,11160000,2.0399641577060934,22766000
2016,COLORADO,32000,40,1280000,2.23984375,2867000
2016,FLORIDA,215000,50,10750000,2.430046511627907,26123000
2016,GEORGIA,96000,39,3744000,2.6899038461538463,10071000
2016,HAWAII,18000,113,2034000,2.3102261553588987,4699000
2016,IDAHO,97000,34,3298000,1.8198908429351122,6002000
2016,ILLINOIS,10000,48,480000,5.420833333333333,2602000
2016,INDIANA,8000,62,496000,3.4596774193548385,1716000
2016,IOWA,37000,48,1776000,2.079954954954955,3694000
2016,KANSAS,7000,48,336000,3.0386904761904763,1021000
2016,KENTUCKY,5000,46,230000,4.021739130434782,925000
2016,LOUISIANA,50000,86,4300000,1.94,8342000
2016,MAINE,12000,34,408000,3.3799019607843137,1379000
2016,MICHIGAN,89000,60,5340000,2.3700374531835204,12656000
2016,MINNESOTA,124000,59,7316000,1.689994532531438,12364000
2016,MISSISSIPPI,19000,85,1615000,1.730030959752322,2794000
2016,MISSOURI,8000,62,496000,2.310483870967742,1146000
2016,MONTANA,159000,77,12243000,1.7699910152740341,21670000
2016,NEBRASKA,48000,46,2208000,1.9098731884057971,4217000
2016,NEW JERSEY,12000,27,324000,7.089506172839506,2297000
2016,NEW YORK,64000,57,3648000,3.189967105263158,11637000
2016,NORTH CAROLINA,12000,37,444000,4.7792792792792795,2122000
2016,NORTH DAKOTA,485000,78,37830000,1.8500132170235264,69986000
2016,OHIO,15000,79,1185000,3.929957805907173,4657000
2016,OREGON,74000,35,2590000,1.91003861003861,4947000
2016,PENNSYLVANIA,19000,50,950000,3.0305263157894737,2879000
2016,SOUTH CAROLINA,16000,45,720000,4.569444444444445,3290000
2016,SOUTH DAKOTA,280000,71,19880000,1.7600100603621731,34989000
2016,TENNESSEE,6000,55,330000,4.878787878787879,1610000
2016,TEXAS,133000,70,9310000,2.0800214822771212,19365000
2016,UTAH,31000,32,992000,1.9304435483870968,1915000
2016,VERMONT,6000,52,312000,3.641025641025641,1136000
2016,VIRGINIA,5000,38,190000,5.852631578947369,1112000
2016,WASHINGTON,84000,35,2940000,1.9901360544217688,5851000
2016,WEST VIRGINIA,5000,32,160000,3.91875,627000
2016,WISCONSIN,54000,62,3348000,2.669952210274791,8939000
2016,WYOMING,40000,68,2720000,1.7801470588235293,4842000
2015,ALABAMA,7000,47,329000,3.8297872340425534,1260000
2015,ARIZONA,26000,49,1274000,2.0298273155416013,2586000
2015,ARKANSAS,24000,72,1728000,2.060185185185185,3560000
2015,CALIFORNIA,275000,30,8250000,2.030060606060606,16748000
2015,COLORADO,29000,51,1479000,2.260311020960108,3343000
2015,FLORIDA,220000,54,11880000,1.97003367003367,23404000
2015,GEORGIA,69000,40,2760000,2.430072463768116,6707000
2015,HAWAII,16000,102,1632000,1.9099264705882353,3117000
2015,IDAHO,89000,32,2848000,1.930126404494382,5497000
2015,ILLINOIS,8000,51,408000,4.659313725490196,1901000
2015,INDIANA,6000,53,318000,3.229559748427673,1027000
2015,IOWA,36000,50,1800000,2.2,3960000
2015,KANSAS,8000,36,288000,3.5,1008000
2015,KENTUCKY,5000,46,230000,4.039130434782609,929000
2015,LOUISIANA,44000,99,4356000,1.9499540863177227,8494000
2015,MAINE,10000,47,470000,5.4297872340425535,2552000
2015,MICHIGAN,90000,58,5220000,2.4400383141762454,12737000
2015,MINNESOTA,122000,68,8296000,1.8400433944069432,15265000
2015,MISSISSIPPI,15000,83,1245000,2.4,2988000
2015,MISSOURI,10000,52,520000,3.55,1846000
2015,MONTANA,146000,83,12118000,1.9400066017494637,23509000
2015,NEBRASKA,57000,48,2736000,2.0398391812865495,5581000
2015,NEW JERSEY,12000,27,324000,4.200617283950617,1361000
2015,NEW YORK,58000,62,3596000,2.939933259176863,10572000
2015,NORTH CAROLINA,12000,45,540000,4.5092592592592595,2435000
2015,NORTH DAKOTA,490000,74,36260000,1.8,65268000
2015,OHIO,17000,50,850000,3.6,3060000
2015,OREGON,71000,38,2698000,2.429948109710897,6556000
2015,PENNSYLVANIA,17000,53,901000,3.6204217536071033,3262000
2015,SOUTH CAROLINA,14000,67,938000,4.100213219616204,3846000
2015,SOUTH DAKOTA,290000,66,19140000,1.7900208986415882,34261000
2015,TENNESSEE,7000,59,413000,4.041162227602905,1669000
2015,TEXAS,126000,66,8316000,2.1000481000481,17464000
2015,UTAH,27000,42,1134000,1.9197530864197532,2177000
2015,VERMONT,5000,52,260000,4.230769230769231,1100000
2015,VIRGINIA,5000,37,185000,5.52972972972973,1023000
2015,WASHINGTON,73000,44,3212000,1.8001245330012454,5782000
2015,WEST VIRGINIA,5000,35,175000,4.44,777000
2015,WISCONSIN,52000,67,3484000,2.4299655568312284,8466000
2015,WYOMING,38000,77,2926000,1.8998632946001368,5559000
2014,ALABAMA,7000,53,371000,3.5309973045822103,1310000
2014,ARIZONA,26000,39,1014000,1.9201183431952662,1947000
2014,ARKANSAS,21000,65,1365000,2.04029304029304,2785000
2014,CALIFORNIA,320000,39,12480000,2.060016025641026,25709000
2014,COLORADO,27000,37,999000,2.11011011011011,2108000
2014,FLORIDA,245000,60,14700000,2.08,30576000
2014,GEORGIA,73000,62,4526000,2.190013256738842,9912000
2014,HAWAII,15000,93,1395000,2.2903225806451615,3195000
2014,IDAHO,100000,34,3400000,2.03,6902000
2014,ILLINOIS,8000,49,392000,4.10969387755102,1611000
2014,INDIANA,5000,62,310000,3.1903225806451614,989000
2014,IOWA,35000,43,1505000,2.4099667774086377,3627000
2014,KANSAS,7000,75,525000,2.380952380952381,1250000
2014,KENTUCKY,5000,47,235000,3.9617021276595743,931000
2014,LOUISIANA,48000,84,4032000,2.1800595238095237,8790000
2014,MAINE,8000,47,376000,4.98936170212766,1876000
2014,MICHIGAN,91000,63,5733000,2.4899703471132044,14275000
2014,MINNESOTA,132000,60,7920000,2.0599747474747474,16315000
2014,MISSISSIPPI,20000,112,2240000,2.0098214285714286,4502000
2014,MISSOURI,12000,47,564000,3.629432624113475,2047000
2014,MONTANA,162000,88,14256000,2.089997194163861,29795000
2014,NEBRASKA,50000,75,3750000,2.04,7650000
2014,NEW JERSEY,12000,30,360000,3.1305555555555555,1127000
2014,NEW YORK,60000,55,3300000,2.83,9339000
2014,NORTH CAROLINA,12000,43,516000,3.49031007751938,1801000
2014,NORTH DAKOTA,490000,86,42140000,1.9900094921689606,83859000
2014,OHIO,15000,61,915000,3.580327868852459,3276000
2014,OREGON,71000,40,2840000,2.2,6248000
2014,PENNSYLVANIA,17000,46,782000,2.9104859335038364,2276000
2014,SOUTH CAROLINA,9000,54,486000,3.9691358024691357,1929000
2014,SOUTH DAKOTA,280000,87,24360000,2.080008210180624,50669000
2014,TENNESSEE,7000,63,441000,3.759637188208617,1658000
2014,TEXAS,116000,78,9048000,2.240053050397878,20268000
2014,UTAH,29000,28,812000,2.1305418719211824,1730000
2014,VERMONT,4000,58,232000,4.887931034482759,1134000
2014,VIRGINIA,6000,38,228000,4.6798245614035086,1067000
2014,WASHINGTON,68000,44,2992000,2.6099598930481283,7809000
2014,WEST VIRGINIA,6000,31,186000,4.06989247311828,757000
2014,WISCONSIN,53000,54,2862000,2.380153738644305,6812000
2014,WYOMING,38000,61,2318000,2.0798101811906817,4821000
2013,ALABAMA,7000,52,364000,2.848901098901099,1037000
2013,ARIZONA,29000,36,1044000,1.9597701149425288,2046000
2013,ARKANSAS,22000,60,1320000,2.0196969696969695,2666000
2013,CALIFORNIA,330000,33,10890000,2.1100091827364555,22978000
2013,COLORADO,26000,43,1118000,2.1001788908765655,2348000
2013,FLORIDA,220000,61,13420000,2.0300298062593143,27243000
2013,GEORGIA,67000,50,3350000,2.26,7571000
2013,HAWAII,13000,83,1079000,1.9703429101019463,2126000
2013,IDAHO,83000,32,2656000,2.0199548192771086,5365000
2013,ILLINOIS,7000,48,336000,4.190476190476191,1408000
2013,INDIANA,6000,47,282000,2.769503546099291,781000
2013,IOWA,39000,48,1872000,2.449786324786325,4586000
2013,KANSAS,6000,46,276000,2.5,690000
2013,KENTUCKY,3000,41,123000,3.252032520325203,400000
2013,LOUISIANA,50000,98,4900000,1.89,9261000
2013,MAINE,7000,43,301000,3.13953488372093,945000
2013,MICHIGAN,85000,55,4675000,2.16,10098000
2013,MINNESOTA,130000,58,7540000,1.990053050397878,15005000
2013,MISSISSIPPI,17000,116,1972000,1.8600405679513186,3668000
2013,MISSOURI,10000,47,470000,2.619148936170213,1231000
2013,MONTANA,159000,94,14946000,2.0899906329452698,31237000
2013,NEBRASKA,46000,60,2760000,2.069927536231884,5713000
2013,NEW JERSEY,11000,44,484000,4.190082644628099,2028000
2013,NEW YORK,55000,48,2640000,2.1200757575757576,5597000
2013,NORTH CAROLINA,10000,38,380000,3.6710526315789473,1395000
2013,NORTH DAKOTA,480000,69,33120000,2.040006038647343,67565000
2013,OHIO,17000,45,765000,3.2901960784313724,2517000
2013,OREGON,62000,35,2170000,2.3898617511520737,5186000
2013,PENNSYLVANIA,13000,45,585000,3.0307692307692307,1773000
2013,SOUTH DAKOTA,265000,56,14840000,2.0700134770889487,30719000
2013,TENNESSEE,7000,45,315000,3.549206349206349,1118000
2013,TEXAS,106000,59,6254000,2.099936040933802,13133000
2013,UTAH,30000,34,1020000,2.0901960784313727,2132000
2013,VERMONT,4000,51,204000,3.892156862745098,794000
2013,VIRGINIA,5000,35,175000,4.502857142857143,788000
2013,WASHINGTON,69000,39,2691000,2.299888517279822,6189000
2013,WEST VIRGINIA,6000,46,276000,3.6594202898550723,1010000
2013,WISCONSIN,59000,60,3540000,2.3799435028248586,8425000
2013,WYOMING,47000,66,3102000,2.1099290780141846,6545000
2012,ALABAMA,8000,54,432000,2.4699074074074074,1067000
2012,ARIZONA,22000,46,1012000,1.7895256916996047,1811000
2012,ARKANSAS,25000,63,1575000,1.9803174603174603,3119000
2012,CALIFORNIA,330000,35,11550000,1.94,22407000
2012,COLORADO,25000,48,1200000,2.07,2484000
2012,FLORIDA,193000,64,12352000,1.8400259067357514,22728000
2012,GEORGIA,59000,51,3009000,1.919906945829179,5777000
2012,HAWAII,10000,75,750000,4.150666666666667,3113000
2012,IDAHO,92000,32,2944000,1.630095108695652,4799000
2012,ILLINOIS,7000,61,427000,3.550351288056206,1516000
2012,INDIANA,8000,59,472000,2.5402542372881354,1199000
2012,IOWA,37000,61,2257000,2.1701373504652195,4898000
2012,KANSAS,6000,55,330000,2.278787878787879,752000
2012,KENTUCKY,5000,51,255000,3.149019607843137,803000
2012,LOUISIANA,41000,86,3526000,1.8301191151446399,6453000
2012,MAINE,4000,34,136000,2.389705882352941,325000
2012,MICHIGAN,73000,57,4161000,2.0300408555635663,8447000
2012,MINNESOTA,125000,67,8375000,1.92,16080000
2012,MISSISSIPPI,18000,118,2124000,1.7697740112994351,3759000
2012,MISSOURI,7000,53,371000,2.8005390835579513,1039000
2012,MONTANA,145000,52,7540000,1.95,14703000
2012,NEBRASKA,43000,65,2795000,1.9298747763864044,5394000
2012,NEW JERSEY,14000,33,462000,1.9696969696969697,910000
2012,NEW MEXICO,5000,52,260000,3.3884615384615384,881000
2012,NEW YORK,51000,51,2601000,2.229911572472126,5800000
2012,NORTH CAROLINA,13000,39,507000,3.7593688362919133,1906000
2012,NORTH DAKOTA,480000,69,33120000,1.919987922705314,63590000
2012,OHIO,18000,60,1080000,2.460185185185185,2657000
2012,OREGON,60000,32,1920000,2.159895833333333,4147000
2012,PENNSYLVANIA,16000,60,960000,2.5697916666666667,2467000
2012,SOUTH DAKOTA,260000,63,16380000,1.95,31941000
2012,TENNESSEE,6000,61,366000,2.92896174863388,1072000
2012,TEXAS,92000,52,4784000,2.0,9568000
2012,UTAH,25000,38,950000,1.8705263157894736,1777000
2012,VERMONT,4000,60,240000,2.3916666666666666,574000
2012,VIRGINIA,4000,41,164000,3.768292682926829,618000
2012,WASHINGTON,62000,41,2542000,2.3800157356412273,6050000
2012,WEST VIRGINIA,6000,48,288000,2.9097222222222223,838000
2012,WISCONSIN,60000,69,4140000,2.05,8487000
2012,WYOMING,50000,51,2550000,1.8701960784313725,4769000
2011,ALABAMA,9000,50,450000,2.511111111111111,1130000
2011,ARIZONA,23000,53,1219000,1.549630844954881,1889000
2011,ARKANSAS,22000,64,1408000,1.6200284090909092,2281000
2011,CALIFORNIA,370000,48,17760000,1.65,29304000
2011,COLORADO,31000,55,1705000,2.0,3410000
2011,FLORIDA,180000,61,10980000,1.6799635701275046,18446000
2011,GEORGIA,65000,43,2795000,1.6500894454382826,4612000
2011,HAWAII,9000,74,666000,3.65015015015015,2431000
2011,IDAHO,87000,36,3132000,1.7800127713920817,5575000
2011,ILLINOIS,7000,50,350000,3.9,1365000
2011,INDIANA,8000,51,408000,2.139705882352941,873000
2011,IOWA,25000,62,1550000,1.96,3038000
2011,KANSAS,7000,44,308000,2.1493506493506493,662000
2011,KENTUCKY,4000,39,156000,3.173076923076923,495000
2011,LOUISIANA,36000,77,2772000,1.66991341991342,4629000
2011,MAINE,4000,30,120000,1.9833333333333334,238000
2011,MICHIGAN,74000,64,4736000,1.8099662162162162,8572000
2011,MINNESOTA,120000,53,6360000,1.6300314465408805,10367000
2011,MISSISSIPPI,18000,115,2070000,1.529951690821256,3167000
2011,MISSOURI,8000,43,344000,2.13953488372093,736000
2011,MONTANA,145000,92,13340000,1.7,22678000
2011,NEBRASKA,41000,59,2419000,1.749896651508888,4233000
2011,NEW JERSEY,11000,41,451000,3.7006651884700665,1669000
2011,NEW MEXICO,7000,56,392000,1.6887755102040816,662000
2011,NEW YORK,49000,56,2744000,1.9599125364431487,5378000
2011,NORTH CAROLINA,14000,62,868000,2.8294930875576036,2456000
2011,NORTH DAKOTA,460000,71,32660000,1.669993876301286,54542000
2011,OHIO,15000,66,990000,2.3404040404040405,2317000
2011,OREGON,60000,34,2040000,1.6799019607843138,3427000
2011,PENNSYLVANIA,24000,44,1056000,2.550189393939394,2693000
2011,SOUTH DAKOTA,250000,66,16500000,1.7,28050000
2011,TENNESSEE,7000,44,308000,2.9285714285714284,902000
2011,TEXAS,78000,58,4524000,1.7800618921308577,8053000
2011,UTAH,23000,39,897000,1.750278706800446,1570000
2011,VERMONT,4000,43,172000,2.308139534883721,397000
2011,VIRGINIA,4000,40,160000,4.06875,651000
2011,WASHINGTON,71000,38,2698000,1.929948109710897,5207000
2011,WEST VIRGINIA,4000,53,212000,2.5707547169811322,545000
2011,WISCONSIN,57000,63,3591000,1.8900027847396268,6787000
2011,WYOMING,35000,54,1890000,1.7201058201058201,3251000
2010,ALABAMA,9000,54,486000,2.39917695473251,1166000
2010,ARIZONA,24000,77,1848000,1.520021645021645,2809000
2010,ARKANSAS,25000,60,1500000,1.47,2205000
2010,CALIFORNIA,410000,67,27470000,1.550018201674554,42579000
2010,COLORADO,34000,56,1904000,1.5199579831932772,2894000
2010,FLORIDA,200000,69,13800000,1.56,21528000
2010,GEORGIA,55000,46,2530000,1.6699604743083003,4225000
2010,HAWAII,10000,77,770000,2.7506493506493506,2118000
2010,IDAHO,97000,27,2619000,1.6101565483008782,4217000
2010,ILLINOIS,9000,41,369000,2.7804878048780486,1026000
2010,INDIANA,10000,43,430000,2.230232558139535,959000
2010,IOWA,27000,49,1323000,1.9198790627362057,2540000
2010,KANSAS,9000,52,468000,2.019230769230769,945000
2010,KENTUCKY,5000,67,335000,2.719402985074627,911000
2010,LOUISIANA,36000,80,2880000,1.5,4320000
2010,MAINE,5000,41,205000,2.048780487804878,420000
2010,MICHIGAN,71000,58,4118000,1.6699854298203012,6877000
2010,MINNESOTA,128000,66,8448000,1.5499526515151516,13094000
2010,MISSISSIPPI,16000,98,1568000,1.4400510204081634,2258000
2010,MISSOURI,11000,52,572000,1.8006993006993006,1030000
2010,MONTANA,157000,74,11618000,1.5799621277328284,18356000
2010,NEBRASKA,41000,55,2255000,1.5099778270509978,3405000
2010,NEW JERSEY,13000,35,455000,1.901098901098901,865000
2010,NEW MEXICO,7000,66,462000,1.58008658008658,730000
2010,NEW YORK,45000,64,2880000,1.9600694444444444,5645000
2010,NORTH CAROLINA,13000,46,598000,2.660535117056856,1591000
2010,NORTH DAKOTA,510000,91,46410000,1.5,69615000
2010,OHIO,18000,62,1116000,2.2795698924731185,2544000
2010,OREGON,59000,39,2301000,1.630160799652325,3751000
2010,PENNSYLVANIA,30000,37,1110000,2.1297297297297297,2364000
2010,SOUTH DAKOTA,265000,58,15370000,1.5100195185426155,23209000
2010,TENNESSEE,8000,63,504000,2.5,1260000
2010,TEXAS,100000,72,7200000,1.51,10872000
2010,UTAH,26000,30,780000,1.5294871794871794,1193000
2010,VERMONT,4000,65,260000,3.1,806000
2010,VIRGINIA,5000,37,185000,3.3189189189189188,614000
2010,WASHINGTON,71000,37,2627000,1.5698515416825276,4124000
2010,WEST VIRGINIA,5000,40,200000,2.39,478000
2010,WISCONSIN,64000,64,4096000,1.679931640625,6881000
2010,WYOMING,34000,36,1224000,1.5898692810457515,1946000
2009,ALABAMA,9000,50,450000,1.86,837000
2009,ARIZONA,20000,52,1040000,1.45,1508000
2009,ARKANSAS,24000,57,1368000,1.4203216374269005,1943000
2009,CALIFORNIA,355000,33,11715000,1.3900128040973112,16284000
2009,COLORADO,28000,53,1484000,1.4299191374663074,2122000
2009,FLORIDA,170000,68,11560000,1.4199826989619377,16415000
2009,GEORGIA,65000,41,2665000,1.4701688555347092,3918000
2009,HAWAII,10000,95,950000,1.76,1672000
2009,IDAHO,103000,46,4738000,1.5200506542845083,7202000
2009,ILLINOIS,8000,34,272000,2.551470588235294,694000
2009,INDIANA,9000,32,288000,2.0208333333333335,582000
2009,IOWA,26000,42,1092000,1.59981684981685,1747000
2009,KANSAS,9000,63,567000,1.8500881834215168,1049000
2009,KENTUCKY,5000,35,175000,2.7085714285714286,474000
2009,LOUISIANA,37000,103,3811000,1.360010495932826,5183000
2009,MAINE,6000,50,300000,1.95,585000
2009,MICHIGAN,66000,60,3960000,1.55,6138000
2009,MINNESOTA,122000,65,7930000,1.4399747793190416,11419000
2009,MISSISSIPPI,14000,104,1456000,1.320054945054945,1922000
2009,MISSOURI,11000,47,517000,1.990328820116054,1029000
2009,MONTANA,146000,70,10220000,1.4599804305283757,14921000
2009,NEBRASKA,48000,56,2688000,1.4598214285714286,3924000
2009,NEW JERSEY,11000,32,352000,2.3607954545454546,831000
2009,NEW MEXICO,7000,60,420000,1.5904761904761904,668000
2009,NEW YORK,45000,65,2925000,1.92991452991453,5645000
2009,NORTH CAROLINA,11000,45,495000,2.56969696969697,1272000
2009,NORTH DAKOTA,450000,77,34650000,1.38,47817000
2009,OHIO,11000,50,550000,2.810909090909091,1546000
2009,OREGON,55000,34,1870000,1.5401069518716577,2880000
2009,PENNSYLVANIA,21000,40,840000,2.0297619047619047,1705000
2009,SOUTH DAKOTA,270000,66,17820000,1.4199775533108867,25304000
2009,TENNESSEE,7000,51,357000,2.369747899159664,846000
2009,TEXAS,89000,63,5607000,1.390048154093098,7794000
2009,UTAH,26000,38,988000,1.459514170040486,1442000
2009,VERMONT,5000,49,245000,2.0081632653061225,492000
2009,VIRGINIA,6000,39,234000,3.448717948717949,807000
2009,WASHINGTON,62000,44,2728000,1.5799120234604105,4310000
2009,WEST VIRGINIA,5000,37,185000,2.6,481000
2009,WISCONSIN,63000,60,3780000,1.57989417989418,5972000
2009,WYOMING,37000,48,1776000,1.4301801801801801,2540000
2008,ALABAMA,9000,66,594000,1.9006734006734007,1129000
2008,ARIZONA,25000,64,1600000,1.26,2016000
2008,ARKANSAS,28000,75,2100000,1.35,2835000
2008,CALIFORNIA,360000,51,18360000,1.3899782135076253,25520000
2008,COLORADO,27000,45,1215000,1.5102880658436213,1835000
2008,FLORIDA,150000,79,11850000,1.32,15642000
2008,GEORGIA,65000,71,4615000,1.5200433369447455,7015000
2008,HAWAII,10000,90,900000,1.59,1431000
2008,IDAHO,90000,40,3600000,1.46,5256000
2008,ILLINOIS,8000,56,448000,2.5892857142857144,1160000
2008,INDIANA,7000,67,469000,1.6801705756929637,788000
2008,IOWA,24000,62,1488000,1.57997311827957,2351000
2008,KANSAS,10000,61,610000,1.5508196721311476,946000
